1250,1865
12degree,5679
13,4541
13.1,6785
13.5,3967
13.8,7635
130,5591
1300,6591
14,1567
14.4,5589
140,3428
1400,7281
1400degreek,7481
142,4482
1460,7567
14in,6029
15,1561
15.4,5332
150,2908
1500,6592
153,4099
15degree,5555
15x10,1862
16,3237
16.6,3449
165,7427
17,4609
17.5,7247
170,5235
1730,7158
18,3892
180,3689
180degree,6625
1856,5299
1869,4532
1873,5300
18degree,6643
18in,6028
19,3447
19.6,7062
190,5273
1909,3390
1910,6838
1912,6165
1914,5823
1916,5938
1917,3393
1921,4674
1925,7529
1932,4758
1933,4248
1934,5826
1936,4100
1938,2812
1939,4402
1941,3785
1943,6343
1944,6441
1945,4485
1947,3321
1948,5782
1950,1550
1951,6339
1953,5433
1956,2374
1957,752
1958,1958
1959,1971
1960,1951
1961,5287
1962,4362
1degree,5552
1f,5861
1x10,5066
2,188
2.0,1559
2.00,6631
2.01,1872
2.02,5573
2.05,4192
2.06,1503
2.1,5892
2.13,6619
2.15,6100
2.18,4874
2.2,5968
2.20,6641
2.24,7297
2.25x10,6483
2.3,1631
2.35,5085
2.38,4519
2.3x10,5455
2.4,4034
2.41,3081
2.425,6851
2.45,4296
2.47,5173
2.49,6907
2.5,3452
2.6,5869
2.67,3917
2.7,4306
2.71,219
2.78,6106
2.8,1628
2.80,7252
2.85,5887
2.86,5580
2.87,6794
2.9,3193
2.91,5636
2.92,4873
2.96,7637
2.99,5644
20,922
200,5231
2000,3771
200degree,5571
2024,5757
20degree,4611
20degreec,7475
20degrees,5674
21,3144
210,5262
21153,3769
215,7428
218,4483
219,6904
22,1957
220,5241
220000,6395
225,3857
2250,1549
226,4486
23,4406
230,3626
234,4484
238,4516
24,4010
24s,6671
25,806
25.1,5082
250,2024
2550,5083
25degree,5638
25degrees,5688
26,313
26.6,6649
2601,754
275,2457
28,6711
28.59,5230
280,5274
29,3189
29.5,3860
29.70,6853
2n,3713
2p,5442
2x10,4450
3,251
3.0,1492
3.00,3588
3.04,5459
3.07,6594
3.1,3195
3.11,6113
3.12,1860
3.13,6596
3.15,6597
3.2,3918
3.25,7020
3.2x10,5475
3.3,4930
3.392,5578
3.4,5646
3.44,6550
3.5,1634
3.50,5618
3.53,5322
3.55,7355
3.6,3170
3.67,220
3.7,1630
3.72,7575
3.74,7425
3.75,4222
3.8,5453
3.81,7408
3.85,7240
3.86,1563
3.899,5494
3.8x10,6913
3.9,5068
3.98,5543
3.9x10,5493
30,1557
300,3837
3000degreek,7482
3003,5895
300degreer,5586
3014,7539
304,5271
307,6836
30degree,4612
30th,4792
31.75,4708
317,7573
32,4584
325,3858
333,6022
3344,5561
3399,6603
34,5070
34.5,2904
340,3968
3430,4709
35,2021
350,3863
357,6837
36,1905
3600degreek,7479
3660,7064
37,4592
370,7048
3792,6517
38,4187
381,2455
39,3241
397,2456
3ft,4548
4,258
4.0,4900
4.00,7066
4.2,7395
4.24,1504
4.36,7581
4.5,1904
4.53,3242
4.54,7224
4.60,7426
4.65,7572
4.7,5593
4.76,7272
4.981,5584
40,3358
400,807
4000,3171
400degree,6894
401,808
4047,1807
40degree,5681
41,4961
42,5722
420,4497
43,4686
44,5069
440,6983
4412,4604
45,1494
450,5284
45degree,5667
45degrees,5975
46,5232
460,6555
479,6214
48,5342
49degree,5654
4degree,6642
4degrees,5642
4ft,4547
4th,7067
4x10,5067
5,264
5.0,5210
5.04,5619
5.5,3338
5.7,7354
5.73,7356
5.8,312
50,2666
500,1944
5000,3226
5000000,3172
500degree,4005
502,4495
5052,6676
50degree,6036
50degrees,5650
51,2942
52,2941
525,6901
53,6023
5314,4498
533,5013
536,7291
537,7292
54,4606
55,5329
55.6,6479
5524,6069
55degrees,6004
562,5263
58,1581
58.1,3697
582,7574
5906,4494
5d,4752
5th,6706
6,376
6.0,1990
6.00,5960
6.2,5669
6.25,6634
6.28,3589
6.3,4307
6.4,6552
6.5,5729
6.8,5002
6.85,1302
6.86,5541
6.9,5549
6.98,7580
60,1493
600,1991
6000,4699
6000degreek,7485
60degree,5491
60degrees,5651
61,5290
62,4561
625,3861
629,7530
63,3141
63a2xx,5969
63a4xx,5970
64,6092
64a010,3340
65,6329
650,4582
6500,5084
655,6241
65a004,7544
65degree,6815
66,7189
660,5264
662,5434
67,4791
67.6,1470
68,5482
680,5188
693,6487
6in,7463
7,2357
7.08,7582
7.2,4962
7.30,7111
7.35,6782
7.4,1627
7.41,6852
7.5,5670
7.66,6620
7.7,3874
7.8,5645
7.95,5081
70,4527
700,921
700f,7370
704,3835
7075,6686
707a,6015
7090,6651
7157,4363
74,4897
75,5481
750,3864
75degree,6816
75s,6681
76,7100
78,6786
78847,3768
79.5degree,5666
8,1570
8.0,2501
8.2,5187
8.238,2537
8.6,7246
8.60,7410
80,3475
800,6265
8000,7172
800degree,6895
81,4948
826,5086
828,6021
83,6089
84,7553
85,5885
85.5,5088
850,6266
8500,5047
85degree,5553
86,5072
8640,3872
87,6792
88.8,5483
897,6732
8n,6780
8x10,3534
9,340
9.0,7542
9.17,7301
9.2,7662
9.5,3859
9.6,5637
9.65,7424
9.758,3775
9.9,4449
90,3533
900,4583
90000,6394
90degree,5660
91,3915
92,4906
94,4564
95,3347
950,6655
954,2811
96,5915
962,3543
97,4515
979,5622
99degree,5639
99degrees,5643
a.r.a,3728
a.s.m.e,6946
a50f06,6412
a51j04,6415
a52b06,6416
ab,5847
abbreviated,2493
ability,1473
ablated,6790
ablating,5030
ablation,1889
ablative,4986
able,2218
abrupt,5110
abruptly,4589
absence,2801
absent,5323
absolute,1617
absorbed,2931
absorbing,7399
absorption,3004
abstract,2810
abundantly,5701
academic,4161
accelerated,1952
accelerates,6176
accelerating,3946
acceleration,986
accelerations,1478
accelerator,1117
accelerators,1098
accelerometer,6302
accentuated,7102
acceptability,6123
acceptable,3739
acceptably,5865
acceptance,5737
accepted,2274
accessible,6909
accidental,5676
accommodate,7303
accommodated,6759
accommodation,3027
accompanied,1518
accompanies,4919
accompany,2795
accompanying,2343
accomplish,2918
accomplished,1403
accord,2369
accordance,2518
according,2626
accordingly,3107
account,795
accountable,2628
accounted,1729
accounting,7126
accounts,3039
accrue,1083
accumulated,3162
accumulation,6186
accumulations,6197
accuracy,1523
accurate,1156
accurately,872
acetate,6954
achievable,7561
achieve,3053
achieved,507
achieving,2948
ackeret,594
acoustic,1757
acoustical,2391
acoustically,1660
acoustics,5351
acquire,4934
acquired,7346
acquisition,5606
acr,3465
acrodynamic,7214
across,621
acrothermochemistry,7344
acrothermoelasticity,454
act,6325
acted,4889
acting,1333
action,2237
activation,6282
active,3135
activity,1947
acts,2289
actual,1310
actually,1739
actural,3295
adams,6396
adaptable,6818
adaptation,6050
adapted,3381
add,1857
added,5015
addendum,6292
adding,4843
addition,1336
additional,293
additive,2397
adequacy,4675
adequate,1526
adequately,2121
adiabatic,1506
adjacent,2238
adjoining,5464
adjoint,4338
adjust,4232
adjustable,4528
adjusted,4671
adjusting,3336
adjustment,7190
adjustments,3102
administration,6788
admissible,6968
admit,3210
admits,1615
admitted,7148
admitting,7609
admixture,4766
adopted,2306
adsorption,5142
advance,2617
advanced,3180
advances,4433
advancing,1721
advantage,1830
advantageous,1100
advantages,1082
advent,3964
adverse,1219
advisory,4040
advocated,4371
aec,6174
aeolotropic,7655
aerelastic,422
aerfoils,6043
aerial,2032
aero,804
aero.2441,3558
aeroballistics,4876
aerocosmonautics,5699
aerodynamic,162
aerodynamically,1481
aerodynamics,3
aerodynamieist,933
aeroelastic,429
aeroelastician,499
aeroelasticity,3302
aerofoil,3316
aerofoils,3325
aeronautical,439
aeronautics,3506
aeroplane,3736
aerothermal,7397
aerothermochemical,4173
aerothermodynamic,7228
aerothermoelastic,4775
affect,1283
affected,1787
affecting,1916
affects,4678
affinely,4993
affinity,3778
affirmative,4314
afford,3333
afforded,6576
affords,6532
aforementioned,4664
afresh,4859
aft,4886
afterbodies,3579
afterbody,883
afterburner,4320
afterburning,3742
afterflow,3038
age,7398
agency,7599
ago,2097
agree,51
agreed,4134
agreeing,5091
agreement,321
agrees,2529
ahead,2053
aid,932
ailcron,3269
aileron,3261
ailerons,7073
aim,2748
aimed,6008
aims,3614
air,344
airborne,2693
aircraft,428
airflow,2393
airflows,4405
airfoil,1184
airfoils,519
airforces,6320
airframe,7106
airliner,5751
airload,3317
airloads,3315
airplane,1279
airplanes,4038
airscrew,3305
airspeed,1848
airspeeds,1853
airstream,2184
akin,5706
al,5171
alfven,3974
algebraic,1112
aligned,5395
allen,2966
alleviated,4713
alleviating,457
alleviation,3733
allmovable,5617
allow,3037
allowable,5439
allowance,2448
allowed,4895
allowing,4023
allows,1034
alloy,5760
alloys,5919
alluded,6133
almen,6769
alminar,3632
almost,570
alone,2269
along,325
already,2685
also,137
alter,2805
alteration,2506
alterations,4998
altered,5228
altering,5515
alternate,3995
alternately,2770
alternating,5625
alternative,2752
alternatively,7558
alternatives,5849
alters,4218
although,349
altitude,1902
altitudes,1772
altogether,7497
aluminium,5756
aluminum,5759
always,543
ambient,1287
ambiguity,5987
amenable,2806
america,5824
american,5419
ames,4308
ammonium,6874
among,1088
amongst,2999
amount,356
amounted,7578
amounts,592
ample,5684
amplification,6084
amplified,4422
amplifier,7320
amplifying,6327
amplitude,645
amplitudes,5689
amply,3512
amr,751
analog,485
analogies,2470
analogous,891
analogously,4020
analogue,3503
analogues,5776
analoguous,3750
analogy,1626
analyse,3559
analysed,3318
analyser,4755
analyses,573
analysing,4259
analysis,379
analytic,150
analytical,437
analytically,649
analyticially,3220
analyzable,2286
analyze,4237
analyzed,1018
analyzer,1668
analyzes,5795
analyzing,614
anemometer,1225
anemometers,1778
angle,338
angled,7587
angles,17
angular,1477
angularly,3554
anh,3187
anhedral,5176
anisotropic,3363
anisotropy,3370
annex,4188
announces,4786
annual,4793
annul,7270
annular,2639
annulus,3078
anomalies,5245
anomalous,3987
anomaly,1446
another,401
anove,5872
answer,3799
answered,4313
anti,5528
antielastic,5385
antisymmetric,5525
antisymmetrical,4403
anyway,4370
ao,4936
apart,5279
apex,3116
apogee,4892
app,3630
apparatus,1773
apparent,661
apparently,3200
appear,2568
appearance,1685
appearances,6039
appeared,304
appearing,2648
appears,243
appended,7119
appendices,3618
appendix,2879
appl,2453
applicability,624
applicable,696
application,484
applications,501
applied,703
applies,1535
apply,756
applying,1438
appraisal,5499
appraised,2511
appraisement,6522
appraoch,2988
appreciable,607
appreciably,384
appreciated,2597
approach,745
approached,3658
approaches,1793
approaching,2481
appropriate,800
approx,3265
approximate,125
approximated,1435
approximately,371
approximates,7606
approximating,1441
approximation,114
approximations,638
apropriate,7015
arbitrarily,2491
arbitrary,1378
arc,4129
arcs,3582
ardc,6819
area,882
areas,599
argon,3145
argued,1289
argument,7404
arguments,6718
arise,3149
arisen,3932
arises,92
arising,1190
arithmetic,4831
arithmetical,6826
arm,3123
armenakas,6496
around,1138
arranged,719
arrangement,1611
arrangements,1601
arrest,5346
arrhenius,6773
arrival,1980
arrive,1938
arrived,6428
arriving,4015
arrow,6554
ars,5044
art,445
article,2049
articles,2621
artifice,1819
artificial,2558
artificially,3083
ascending,1678
ascertain,3520
ascertained,7514
ascribed,6170
aside,6462
asimplified,3639
ask,1242
asme,6536
aspect,1376
aspects,1689
assembled,1399
assembly,5976
asserted,2802
assess,4773
assessed,4478
assessing,5421
assessment,5931
assessments,7620
assigned,4560
assist,3692
assistance,7643
assists,7384
associated,662
association,2570
assortment,4602
assume,2015
assumed,547
assumes,6179
assuming,791
assumption,708
assumptions,854
assure,5749
astronautics,3507
astrophysics,5954
asymmetric,3352
asymmetrical,2466
asymmetries,1847
asymptote,6914
asymptotes,2464
asymptotic,2158
asymptotically,2989
atlarge,5994
atm,3812
atmosphere,1025
atmospheres,2915
atmospheric,2088
atom,834
atomic,3779
atoms,3766
attach,4941
attached,1510
attachment,3522
attachments,4381
attack,18
attacked,5983
attacking,456
attain,1814
attainable,5881
attaindd,6743
attained,3895
attaining,5438
attainment,1571
attempt,2176
attempted,7441
attempts,3201
attendant,2247
attened,6753
attention,1369
attenuating,1646
attenuation,3488
attitude,5485
attitudes,5682
attract,3844
attractive,1069
attributable,3159
attributed,1447
audio,6918
augmentation,2038
augmented,3401
august,1956
aural,6223
auspices,6340
author,748
authored,5871
authority,6066
authors,630
autocorrelation,2399
automatic,2375
automatically,4953
auxiliary,6867
availability,6929
available,280
avaluated,3281
avenue,5247
avenues,460
average,1671
averaged,6076
averages,5267
averaging,2408
avoid,4479
avoidance,6295
avoided,2906
avoiding,640
avoids,6689
avove,7278
avro,6014
away,2012
ax,4080
axes,1850
axi,3515
axial,407
axially,1424
axis,817
axisymmetric,694
axisymmetrical,5996
azimuthal,2302
b,2258
back,1832
backed,5700
background,3912
backgrounds,2398
backing,6654
backup,1842
backward,4783
bagley,4460
bakanov,7156
balance,2975
balanced,6525
balancing,2307
ballistic,1028
ballistics,4840
balsa,7249
ban,6389
band,2563
bands,2566
bandwidth,3511
bang,2701
bank,3532
bar,4971
bare,6374
barrel,5158
barrier,2085
bars,5402
base,2050
based,289
bases,3163
basic,941
basically,2194
basin,6943
basing,3335
basis,27
batchelor,5993
batdorf,6212
bay,5914
bays,6239
bc,5848
beam,991
beams,1277
beane,6781
bear,2736
bearing,3763
bearings,2430
bears,4521
beat,5908
became,1973
become,2168
becomes,1726
becoming,246
bedford,4550
beds,6254
began,1955
begin,4112
beginning,3182
begins,233
begs,6387
begun,5103
behave,309
behaved,3445
behaves,2160
behavior,811
behaviour,2549
behind,684
beings,1975
belief,5815
believe,6939
believed,3622
believes,780
believing,2765
bell,2637
belleville,6509
bells,6218
belong,2809
belongs,6734
belotserkovskii,4286
belt,5244
bend,3784
bending,551
bends,2069
beneath,5339
beneficial,1311
benefit,7151
benefits,6622
benser,5113
bent,5777
ber,4803
bergdolt,4295
berger,4178
bernoulli,5380
berthelot,6558
bertram,4290
beskin,7010
bessel,1686
best,2484
beta,3975
better,1135
beveled,5547
beyond,2058
beyween,5901
bibliographies,7117
bibliography,3311
biconvex,2746
bifurcated,7284
bifurcation,6511
biharmonic,4510
billowing,7569
bimetallic,6756
bimolecular,4407
binary,4223
biot,1005
birnbaum,5610
bisector,5796
blade,2650
bladed,6593
blades,3396
blading,3457
blasius,819
blast,893
bleed,3074
bleich,7115
blended,4928
block,6476
blockage,3687
blocking,7400
blocks,7584
blowdown,5581
blowing,4175
blown,6007
blowout,4321
blue,7478
bluff,2350
bluish,3666
blunt,755
blunted,1304
blunter,1323
blunting,1312
bluntness,1301
bluntnesses,5556
bluntnosed,4200
board,5359
boat,3109
boattail,3192
boattailing,7040
boattails,2513
bodies,685
bodt,5854
body,75
bogdonoff,901
boiloff,7137
bolshakov,7335
boltzmann,4619
bomb,3792
bomber,6082
bond,4345
bonus,6548
book,4531
books,7114
boom,5882
booming,6063
booms,6077
boost,6899
booster,4356
bore,3684
borne,2691
bornel,6520
bottom,5199
bounary,7289
bound,4663
boundaries,1846
boundary,43
bounded,1722
bounding,6992
bounds,5770
bourne,5982
bow,2361
bows,6408
box,494
boxes,1387
brackets,5238
braking,2972
branch,2463
branches,2313
branchline,5863
brass,6234
braunschweig,5213
breadth,6407
break,3093
breakdown,252
breaking,7394
breaks,240
breathing,5903
breguet,7622
bridge,5468
bridging,5980
brief,1457
briefly,184
brightness,7474
bring,1368
brings,6167
british,3320
broad,5627
broadened,2939
broadening,4057
broke,6401
broken,4163
brooklyn,420
brought,4198
brown,5182
btu,4816
bubble,3436
bubbles,7396
buckle,5818
buckled,617
buckles,6311
buckling,1016
budiansky,6122
buffeting,3304
builds,3461
built,971
bulent,4194
bulging,6960
bulk,3047
bulkhead,6310
bullets,7444
bump,5965
buoyancy,5979
buoyant,2044
bureau,302
burger,3822
burgers,2608
buried,6858
burned,5568
burning,2282
burst,6359
bursts,7393
busemann,2154
butler,2281
buzz,4826
bypass,6091
c,896
c.a.l,5092
c.g,4343
cabin,6721
cabins,6720
cal,4524
calcualted,7372
calcualtions,7460
calculate,1144
calculated,478
calculating,1452
calculation,1045
calculations,591
calculus,4229
calibers,7173
calibrate,6656
calibrated,2976
calibration,2697
calibrations,6337
california,208
call,5769
called,483
caloric,3222
calorically,4095
camber,1484
cambered,5523
cambridge,6709
camera,4985
canard,5856
cancellation,7387
cancelled,7296
cancels,7388
cannot,2769
canted,3950
cantilever,1267
cantilevered,1250
cap,2172
capabilities,5662
capability,2110
capable,1708
capacitance,2103
capacities,6559
capacity,2115
capillary,7042
caplan,5471
capped,2264
caps,5312
capsule,1707
caravelle,6369
carbon,3100
carbonate,6877
carborundum,6033
care,4049
careful,4128
carefully,4489
caret,5006
carried,418
carrier,7615
carry,1487
carrying,3129
carter,4225
cartesian,4281
cascade,3440
cascades,3456
case,700
cases,178
casing,6606
cast,7360
castigliano,5135
castolite,4695
catalytic,855
catalytically,6468
category,3155
catered,5929
cathode,6920
cauchy,7649
cause,942
caused,331
causes,2624
causing,669
caution,6980
cavitating,7159
cavitation,3236
cavities,2051
cavity,1346
cease,4666
ceases,3813
cell,3023
cells,7517
cellular,6952
cellulose,6953
cent,1207
centaur,6926
center,1008
centered,6644
centerline,1989
centers,5972
centigrade,5189
central,2644
centrally,6199
centre,2687
centreline,5203
centres,3328
centric,2955
centrifugal,2373
centripetal,7181
centroids,3940
certain,509
certainly,4132
certainty,3334
cf,4480
chain,5767
chamber,5162
change,2074
changed,2788
changes,1193
changing,3389
channel,1081
channels,1073
chap,4530
chapman,1637
chapter,4724
character,2388
characteristic,887
characteristically,1074
characteristics,408
characteristies,1303
characterize,7347
characterized,1797
characterizes,5102
characterizing,2920
charge,4580
charged,3979
charges,1344
charging,7543
chart,1078
charted,6488
charters,4297
charts,1543
chase,7099
check,2776
checked,3758
checks,6169
chemical,841
chemically,2995
chemisorption,5143
chemistry,5112
cheng,5466
chernyi,4887
chesky,2669
chester,4727
chief,1734
chiefly,5063
chien,6172
childs,3923
china,7503
chloride,6875
choice,2875
choke,5154
choked,5575
choking,3603
choleski,2378
choose,2754
choosing,5180
chord,1485
chords,3891
chordwise,1715
chosen,1704
chu,7528
circle,724
circling,6322
circuitry,5999
circuits,4523
circular,720
circularity,6695
circulated,3786
circulating,6822
circulation,3703
circulatory,3827
circumference,6456
circumferential,5829
circumlunar,5702
circumscribing,2828
circumstance,4014
circumstances,3417
cited,414
civil,3735
claim,7454
claimed,5144
clamped,4375
clamping,7645
clamshell,6109
clarified,6665
clarify,7415
clarifying,6009
class,910
classed,6261
classes,2726
classic,3414
classical,98
classically,5324
classificaiton,3175
classification,3174
classifications,2276
classified,5467
clausing,7043
clay,7504
clear,2603
clearance,6297
cleared,7088
clearly,1977
climb,3741
climinated,7452
clockwise,6328
close,2341
closed,549
closely,907
closeness,5793
closer,2672
closest,4942
closing,5036
closure,6502
cloud,7605
clouds,4421
cm,4979
co,2739
co2,6779
coalescence,6562
coarse,3959
coasting,3945
coatings,7488
coaxial,1988
code,3605
coefficient,370
coefficients,667
coefstant,4841
coherent,7220
coincide,4830
coincident,7193
coincides,5449
cold,1756
colder,5295
cole,2610
coles,2987
collaboration,3613
collaborators,4024
collapse,6494
collapses,2059
collapsing,6942
collected,1459
collection,3719
collectively,512
collects,5212
collision,2271
collisions,3030
collocation,4652
colour,3668
column,1397
columns,5817
combination,1544
combinations,1665
combined,451
combines,5457
combining,1568
combustible,4762
combustion,5336
combution,5337
come,6808
coming,3993
command,6067
commence,5711
comment,4071
commented,3035
comments,1360
commercial,5409
commercially,3140
committee,3612
common,1761
commonly,2305
communication,4847
compact,3660
companion,4277
company,691
comparable,1834
comparative,31
comparatively,1920
compare,3438
compared,339
compares,3076
comparing,1532
comparison,135
comparisons,559
compatibility,1393
compatible,3056
compensated,6617
compensating,1829
compete,4857
competition,4119
compilation,4591
compiled,1694
complement,7001
complementary,4737
complements,6148
complete,367
completed,2090
completely,1455
completeness,3323
completion,2003
complex,1377
complexity,572
complicated,489
complimentary,7383
component,536
components,659
composed,1406
composite,151
composition,3767
compound,5570
comprehensive,2878
compressed,5832
compressibility,1730
compressible,389
compressing,6701
compression,3164
compressional,4423
compressive,1195
compressor,712
compressors,2646
compressors.dash,3606
comprise,7465
comprised,1839
comprising,3143
compromise,3057
compromises,5107
computation,538
computational,600
computations,678
compute,4353
computed,871
computer,2117
computers,2106
computing,1026
con,4837
concave,2623
conceivable,7596
conceivably,1325
conceived,6664
concentrated,3031
concentration,3675
concentrations,4411
concentric,2370
concept,491
conception,2209
conceptions,5502
concepts,1569
conceptual,6947
concern,4266
concerned,433
concerning,3111
concerns,2421
concise,4813
concisely,3006
conclude,7204
concluded,870
concludes,2615
conclusion,1136
conclusions,1231
conclusively,4367
concocted,3156
concrete,6663
concur,6857
concurrent,7341
concurrently,3422
concurring,4446
condensation,3676
condense,6657
condensed,7017
condition,631
conditions,730
conduct,2384
conducted,300
conducting,1050
conduction,142
conductive,4106
conductivities,3025
conductivity,1054
conductor,7331
cone,1203
coned,6764
cones,744
confidence,6368
configuration,59
configurations,1517
confine,5703
confined,3798
confirm,643
confirmation,3357
confirmed,5500
confirming,2682
confirms,812
conflict,4439
conflicting,2594
confluent,2310
conform,5663
conformal,1603
conformally,5989
conformity,6830
conforms,5277
confused,6361
confusing,4809
congress,6001
conic,2153
conical,735
conical.dash,6351
conically,5533
conicals,7522
conidtions,6392
conjecture,6667
conjectured,5443
conjunction,1171
connect,4287
connected,4065
connecting,5016
connection,682
connections,5539
connects,6714
connexion,5794
conpressibility,4987
consequence,4410
consequences,2477
consequent,3427
consequently,86
conservation,2080
conservative,3960
conservativeness,6691
consider,78
considerable,1086
considerably,1430
consideration,1731
considerations,423
considered,102
considering,820
considers,785
consierable,5366
consist,5101
consisted,3971
consistent,1614
consistently,1854
consisting,2467
consists,1280
consolidate,5252
const,4453
constancy,4836
constant,117
constantly,7412
constants,919
constituent,5291
constituents,5310
constitute,4236
constituted,5126
constitutes,3994
constitution,6531
constrained,7244
constraining,3353
constraint,641
constraints,4860
construct,2864
constructed,1079
constructing,1130
construction,5155
consumption,7217
contact,1092
contacting,6225
contain,2890
contained,884
containing,3568
contains,2771
contaminates,239
contaminating,6650
contamination,263
contemplated,1306
content,5128
contents,6652
contexts,5928
continually,4251
continuation,4073
continue,1937
continued,4056
continues,6820
continuity,1702
continuous,1096
continuously,4013
continuum,386
contour,4002
contoured,2638
contours,2546
contracting,4691
contraction,3433
contracts,5219
contradictions,6131
contrary,3966
contrast,3659
contrasting,5496
contribute,3493
contributed,1959
contributes,5090
contributing,2900
contribution,165
contributions,529
control,45
controlled,195
controlling,2266
controls,2698
controversy,4386
convect,2417
convected,1828
convecting,2413
convection,1331
convective,973
convenience,3308
convenient,2708
conveniently,2922
conventional,1172
converge,4492
convergence,958
convergent,2867
converges,5768
converging,2459
converse,5297
conversely,3491
conversion,3451
convert,1827
converted,4145
converting,1835
convex,2622
conviction,5748
convolution,5431
cool,4029
coolant,1822
coolants,2498
cooled,1512
cooler,6309
cooling,1119
cools,2011
cooperation,1931
coordinate,1885
coordinates,2446
cope,5059
copper,6578
core,2013
cores,3938
cornell,4641
corner,3009
cornered,4001
corners,3165
corollary,1906
corporation,6768
corpuscular,4239
correct,2308
corrected,1883
correcting,4721
correction,2167
corrections,2910
corrective,3883
correctly,1476
correctness,2684
correlate,2178
correlated,768
correlates,3077
correlating,3075
correlation,773
correlations,2215
correlator,2406
correlograms,3484
correspond,3097
corresponding,385
correspondingly,6126
corresponds,2367
corridor,2912
corridors,2937
corroborate,5600
corrosive,3671
corrugated,3496
cos,5320
cosine,7280
cosmonautics,5694
costs,3744
couette,3757
could,283
coulomb,7332
council,6341
coundary,1752
counter,4474
counteracting,5487
counterpart,3228
counterparts,3902
counting,6301
countries,6755
country,2226
couple,4638
coupled,1278
coupling,3408
coupon,6192
course,299
cover,1021
coverage,6318
covered,3398
covering,4085
covers,2636
cowling,3249
cowlings,3247
cps,5724
crabtree,4331
cracking,6080
cracks,6256
craft,5411
crank,6774
creased,6908
created,6713
creep,5024
creeping,7232
crest,1714
crew,2249
crinoline,6699
criteria,2874
criterion,1020
critical,623
critically,853
criticism,7602
criticized,7451
crocco,1427
crooked,6680
cropped,3275
cross,2272
crosscorrelation,2400
crossed,1099
crossflow,3538
crossing,5056
crucial,6132
cruciform,3551
cruise,4463
cruising,4458
crushed,7097
cubic,6640
cubics,5531
cumbersome,7401
cumulative,5740
cure,5193
curling,3929
current,928
currently,2107
currents,1058
curtain,7282
curvature,821
curvatures,2360
curve,2553
curved,79
curves,34
curvilinear,7160
curving,5495
cushion,4884
cusped,7209
cusps,7210
cussed,4754
customary,1448
cut,4116
cutoff,6086
cutout,2077
